id_municipio,municipio,uf,taxa_2023,taxa_2024,variacao_2023_2024,atingiu_meta_2025,prob_atingir,risco
4316907,Santa Maria,RS,64.84,40.3,-24.54,0,0.075,0.925
4305108,Caxias do Sul,RS,67.47,43.6,-23.87,0,0.075,0.925
4303103,Cachoeirinha,RS,59.56,40.5,-19.06,0,0.076,0.924
4316808,Santa Cruz do Sul,RS,69.79,48.4,-21.39,0,0.078,0.922
4309209,Gravataí,RS,62.99,40.5,-22.49,0,0.079,0.921
4313409,Novo Hamburgo,RS,62.48,37.0,-25.48,0,0.079,0.921
4314100,Passo Fundo,RS,58.68,36.5,-22.18,0,0.079,0.921
4318705,São Leopoldo,RS,56.43,37.5,-18.93,0,0.079,0.921
4319901,Sapiranga,RS,69.82,43.8,-26.02,0,0.085,0.915
4304705,Carazinho,RS,69.3,46.5,-22.8,0,0.085,0.915
4322509,Vacaria,RS,70.77,41.3,-29.47,0,0.085,0.915
4317202,Santa Rosa,RS,70.13,51.2,-18.93,0,0.085,0.915
4317509,Santo Ângelo,RS,63.45,42.8,-20.65,0,0.086,0.914
4318309,São Gabriel,RS,62.74,39.1,-23.64,0,0.086,0.914
4307708,Esteio,RS,61.82,46.6,-15.22,0,0.087,0.913
4318002,São Borja,RS,63.44,48.2,-15.24,0,0.087,0.913
4303004,Cachoeira do Sul,RS,59.11,40.5,-18.61,0,0.088,0.912
4301602,Bagé,RS,59.6,43.3,-16.3,0,0.089,0.911
4322400,Uruguaiana,RS,60.94,45.7,-15.24,0,0.089,0.911
4321204,Taquara,RS,61.27,45.0,-16.27,0,0.089,0.911
4307609,Estância Velha,RS,67.66,43.4,-24.26,0,0.09,0.91
4302105,Bento Gonçalves,RS,74.0,49.0,-25.0,0,0.09,0.91
4307005,Erechim,RS,66.14,46.7,-19.44,0,0.09,0.91
4311403,Lajeado,RS,72.19,48.2,-23.99,0,0.09,0.91
4312401,Montenegro,RS,64.42,43.0,-21.42,0,0.09,0.91
4305355,Charqueadas,RS,64.97,51.4,-13.57,0,0.091,0.909
4321501,Torres,RS,64.71,47.9,-16.81,0,0.091,0.909
4313508,Osório,RS,63.66,42.3,-21.36,0,0.091,0.909
4321808,Três de Maio,RS,74.21,52.1,-22.11,0,0.092,0.908
4319505,São Sebastião do Caí,RS,70.71,44.1,-26.61,0,0.093,0.907
4320107,Sarandi,RS,72.22,49.9,-22.32,0,0.093,0.907
4311304,Lagoa Vermelha,RS,66.11,52.3,-13.81,0,0.093,0.907
4322707,Vera Cruz,RS,70.46,44.5,-25.96,0,0.093,0.907
4322202,Tupanciretã,RS,68.26,42.9,-25.36,0,0.093,0.907
4313060,Nova Hartz,RS,73.14,45.1,-28.04,0,0.093,0.907
4306601,Dom Pedrito,RS,62.23,47.8,-14.43,0,0.093,0.907
4306908,Encruzilhada do Sul,RS,69.85,50.5,-19.35,0,0.093,0.907
4309308,Guaíba,RS,50.14,32.7,-17.44,0,0.094,0.906
4310207,Ijuí,RS,72.06,56.1,-15.96,0,0.094,0.906
4321303,Taquari,RS,61.7,25.6,-36.1,0,0.094,0.906
4321709,Três Coroas,RS,55.48,42.2,-13.28,0,0.094,0.906
4316402,Rosário do Sul,RS,53.58,36.7,-16.88,0,0.095,0.905
4311809,Marau,RS,67.83,46.2,-21.63,0,0.095,0.905
4314803,Portão,RS,56.04,39.8,-16.24,1,0.095,0.905
4320008,Sapucaia do Sul,RS,59.74,47.9,-11.84,0,0.095,0.905
4311007,Jaguarão,RS,63.56,47.3,-16.26,0,0.096,0.904
4307807,Estrela,RS,65.36,50.4,-14.96,0,0.096,0.904
4318200,São Francisco de Paula,RS,62.28,44.0,-18.28,0,0.096,0.904
4320909,Tapejara,RS,71.12,47.3,-23.82,0,0.098,0.902
4318507,São José do Norte,RS,57.28,41.4,-15.88,0,0.098,0.902
4323002,Viamão,RS,58.18,36.7,-21.48,0,0.099,0.901
4314050,Parobé,RS,58.28,38.0,-20.28,0,0.099,0.901
4306403,Dois Irmãos,RS,79.87,57.8,-22.07,0,0.1,0.9
4310108,Igrejinha,RS,77.71,47.7,-30.01,0,0.1,0.9
4313904,Panambi,RS,77.7,55.1,-22.6,0,0.1,0.9
4309100,Gramado,RS,78.92,57.5,-21.42,0,0.1,0.9
4314605,Piratini,RS,72.38,54.5,-17.88,0,0.101,0.899
4318903,São Luiz Gonzaga,RS,79.22,49.3,-29.92,0,0.102,0.898
4304408,Canela,RS,76.13,46.8,-29.33,0,0.102,0.898
4304507,Canguçu,RS,83.04,56.4,-26.64,0,0.102,0.898
4317608,Santo Antônio da Patrulha,RS,74.3,58.8,-15.5,0,0.102,0.898
4314407,Pelotas,RS,51.52,39.3,-12.22,0,0.102,0.898
4322806,Veranópolis,RS,77.14,57.0,-20.14,0,0.102,0.898
4304200,Candelária,RS,75.15,53.0,-22.15,0,0.102,0.898
4303905,Campo Bom,RS,77.45,45.9,-31.55,0,0.102,0.898
4318804,São Lourenço do Sul,RS,74.52,57.2,-17.32,0,0.104,0.896
4319604,São Sepé,RS,76.88,51.9,-24.98,0,0.105,0.895
4310801,Ivoti,RS,77.4,56.9,-20.5,0,0.105,0.895
4306809,Encantado,RS,83.92,56.4,-27.52,0,0.105,0.895
4307906,Farroupilha,RS,82.8,55.9,-26.9,0,0.105,0.895
4321907,Três Passos,RS,82.1,56.9,-25.2,0,0.105,0.895
4309407,Guaporé,RS,79.76,49.6,-30.16,1,0.105,0.895
4309605,Horizontina,RS,71.23,57.2,-14.03,0,0.106,0.894
4304606,Canoas,RS,54.62,42.9,-11.72,0,0.108,0.892
4308607,Garibaldi,RS,77.86,58.0,-19.86,0,0.109,0.891
4321600,Tramandaí,RS,59.13,40.2,-18.93,0,0.11,0.89
4319000,São Marcos,RS,82.76,44.4,-38.36,0,0.11,0.89
4311205,Júlio de Castilhos,RS,59.63,41.7,-17.93,1,0.11,0.89
4308201,Flores da Cunha,RS,80.35,59.4,-20.95,0,0.111,0.889
4304663,Capão do Leão,RS,49.19,29.8,-19.39,0,0.114,0.886
4315305,Quaraí,RS,65.88,46.6,-19.28,0,0.116,0.884
4315602,Rio Grande,RS,54.09,43.6,-10.49,0,0.117,0.883
4300604,Alvorada,RS,47.65,36.2,-11.45,0,0.119,0.881
4302709,Butiá,RS,59.53,45.1,-14.43,0,0.122,0.878
4316600,Sananduva,RS,74.0,53.3,-20.7,0,0.129,0.871
4307500,Espumoso,RS,69.18,50.3,-18.88,0,0.131,0.869
4318408,São Jerônimo,RS,76.2,60.5,-15.7,0,0.132,0.868
4315503,Restinga Sêca,RS,60.96,42.4,-18.56,1,0.135,0.865
4323804,Xangri-lá,RS,56.84,37.9,-18.94,0,0.135,0.865
4313300,Nova Prata,RS,78.81,59.8,-19.01,0,0.137,0.863
4322608,Venâncio Aires,RS,76.1,61.1,-15.0,0,0.139,0.861
4301008,Arroio do Meio,RS,82.6,63.6,-19.0,0,0.142,0.858
4321451,Teutônia,RS,83.12,63.0,-20.12,0,0.145,0.855
4320404,Serafina Corrêa,RS,85.7,53.2,-32.5,0,0.149,0.851
4309001,Giruá,RS,77.82,52.3,-25.52,0,0.152,0.848
4304630,Capão da Canoa,RS,46.77,37.4,-9.37,0,0.153,0.847
4317103,Sant'Ana do Livramento,RS,56.26,47.9,-8.36,0,0.153,0.847
4313201,Nova Petrópolis,RS,88.18,56.2,-31.98,0,0.155,0.845
4308102,Feliz,RS,72.83,46.1,-26.73,0,0.161,0.839
4306205,Cruzeiro do Sul,RS,68.21,35.2,-33.01,0,0.161,0.839
4301909,Barra do Ribeiro,RS,67.68,31.6,-36.08,0,0.161,0.839
4300901,Aratiba,RS,82.29,40.2,-42.09,0,0.164,0.836
2307304,Juazeiro do Norte,CE,60.56,59.48,-1.08,0,0.168,0.832
4306007,Crissiumal,RS,73.17,57.4,-15.77,0,0.168,0.832
4302808,Caçapava do Sul,RS,60.31,47.9,-12.41,0,0.169,0.831
4306106,Cruz Alta,RS,58.96,54.7,-4.26,0,0.171,0.829
4319406,São Pedro do Sul,RS,80.9,57.4,-23.5,0,0.172,0.828
3534401,Osasco,SP,,49.13,,0,0.173,0.827
4308904,Getúlio Vargas,RS,80.09,59.2,-20.89,1,0.173,0.827
4300802,Antônio Prado,RS,70.93,55.9,-15.03,0,0.173,0.827
3516309,Francisco Morato,SP,51.74,50.92,-0.82,0,0.175,0.825
4319802,São Vicente do Sul,RS,73.71,46.3,-27.41,0,0.178,0.822
4312617,Muitos Capões,RS,71.11,54.8,-16.31,0,0.179,0.821
4314159,Paverama,RS,69.48,47.5,-21.98,0,0.18,0.82
3513009,Cotia,SP,50.73,49.49,-1.24,0,0.182,0.818
3516408,Franco da Rocha,SP,50.47,48.3,-2.17,0,0.184,0.816
4308508,Frederico Westphalen,RS,76.95,64.1,-12.85,0,0.185,0.815
4301636,Balneário Pinhal,RS,58.38,43.6,-14.78,0,0.185,0.815
4309050,Glorinha,RS,65.09,34.3,-30.79,0,0.187,0.813
4305207,Cerro Largo,RS,76.23,49.2,-27.03,0,0.187,0.813
4302303,Bom Jesus,RS,75.27,41.6,-33.67,0,0.187,0.813
4321667,Três Cachoeiras,RS,86.1,53.6,-32.5,0,0.187,0.813
4313706,Palmeira das Missões,RS,56.84,51.9,-4.94,1,0.187,0.813
4316709,Santa Bárbara do Sul,RS,68.2,42.8,-25.4,0,0.187,0.813
4314506,Pinheiro Machado,RS,66.15,45.7,-20.45,0,0.189,0.811
4301057,Arroio do Sal,RS,67.46,46.5,-20.96,0,0.189,0.811
3302858,Mesquita,RJ,37.82,35.09,-2.73,0,0.19,0.81
4317905,Santo Cristo,RS,76.67,59.8,-16.87,0,0.191,0.809
4313953,Pantano Grande,RS,75.3,29.0,-46.3,0,0.191,0.809
4303509,Camaquã,RS,64.41,59.6,-4.81,0,0.191,0.809
3530607,Mogi das Cruzes,SP,,47.88,,0,0.191,0.809
4317707,Santo Antônio das Missões,RS,77.06,54.4,-22.66,0,0.191,0.809
4305801,Constantina,RS,82.54,48.5,-34.04,1,0.191,0.809
4315800,Roca Sales,RS,75.61,45.0,-30.61,0,0.191,0.809
4316105,Ronda Alta,RS,78.8,52.8,-26.0,0,0.191,0.809
4305306,Chapada,RS,75.31,47.5,-27.81,0,0.191,0.809
4317301,Santa Vitória do Palmar,RS,53.75,46.0,-7.75,0,0.191,0.809
3541000,Praia Grande,SP,,51.25,,0,0.191,0.809
4306502,Dom Feliciano,RS,63.58,43.7,-19.88,1,0.191,0.809
4320701,Sobradinho,RS,79.55,63.8,-15.75,0,0.193,0.807
4322533,Vale do Sol,RS,74.36,55.9,-18.46,0,0.196,0.804
4314704,Planalto,RS,73.32,56.3,-17.02,0,0.197,0.803
4317004,Santana da Boa Vista,RS,53.67,33.9,-19.77,0,0.197,0.803
4318606,São José do Ouro,RS,67.83,38.3,-29.53,1,0.198,0.802
3548500,Santos,SP,56.01,52.81,-3.2,0,0.2,0.8
4307302,Erval Seco,RS,67.41,50.4,-17.01,0,0.2,0.8
3304904,São Gonçalo,RJ,45.67,43.71,-1.96,0,0.2,0.8
2403608,Extremoz,RN,49.69,34.18,-15.51,0,0.202,0.798
3305109,São João de Meriti,RJ,37.6,35.97,-1.63,0,0.206,0.794
4311627,Lindolfo Collor,RS,69.65,39.0,-30.65,0,0.207,0.793
4300877,Araricá,RS,75.69,43.5,-32.19,0,0.208,0.792
4310363,Imigrante,RS,78.24,50.0,-28.24,0,0.209,0.791
4314209,Pedro Osório,RS,67.96,34.3,-33.66,0,0.209,0.791
4305173,Cerro Grande do Sul,RS,58.43,42.8,-15.63,0,0.21,0.79
4316451,Salto do Jacuí,RS,83.79,58.1,-25.69,0,0.211,0.789
4316006,Rolante,RS,90.22,66.5,-23.72,0,0.212,0.788
4303558,Camargo,RS,80.0,55.6,-24.4,0,0.214,0.786
4321956,Trindade do Sul,RS,83.21,57.3,-25.91,0,0.214,0.786
4321436,Terra de Areia,RS,69.47,56.6,-12.87,0,0.214,0.786
4308409,Formigueiro,RS,72.91,56.9,-16.01,0,0.215,0.785
4315701,Rio Pardo,RS,66.31,60.9,-5.41,0,0.216,0.784
4318101,São Francisco de Assis,RS,65.56,60.6,-4.96,0,0.218,0.782
2412005,São Gonçalo do Amarante,RN,51.1,33.42,-17.68,0,0.219,0.781
4320677,Sinimbu,RS,69.64,36.3,-33.34,0,0.22,0.78
3302502,Magé,RJ,46.26,46.66,0.4,0,0.221,0.779
4312906,Nova Bassano,RS,80.71,61.1,-19.61,0,0.223,0.777
3550704,São Sebastião,SP,,44.38,,1,0.226,0.774
2312601,São Luís do Curu,CE,81.66,65.1,-16.56,1,0.227,0.773
2310605,Penaforte,CE,77.7,63.67,-14.03,0,0.227,0.773
1501709,Bragança,PA,42.72,37.0,-5.72,0,0.227,0.773
4319158,São Miguel das Missões,RS,76.34,50.7,-25.64,0,0.228,0.772
4309902,Ibiraiaras,RS,78.46,49.1,-29.36,0,0.228,0.772
4317400,Santiago,RS,68.9,60.2,-8.7,0,0.23,0.77
4309654,Hulha Negra,RS,72.82,36.4,-36.42,0,0.234,0.766
3524402,Jacareí,SP,,51.48,,0,0.234,0.766
3301900,Itaboraí,RJ,51.3,50.45,-0.85,0,0.234,0.766
4319208,São Nicolau,RS,65.79,36.6,-29.19,0,0.234,0.766
4302402,Bom Retiro do Sul,RS,79.94,65.1,-14.84,0,0.235,0.765
4301206,Arroio do Tigre,RS,81.59,65.2,-16.39,1,0.235,0.765
3304144,Queimados,RJ,38.08,37.63,-0.45,0,0.236,0.764
1500800,Ananindeua,PA,58.15,53.37,-4.78,0,0.237,0.763
4303608,Cambará do Sul,RS,77.85,54.2,-23.65,0,0.238,0.762
4314027,Paraíso do Sul,RS,84.77,54.7,-30.07,1,0.238,0.762
4307559,Estação,RS,73.44,45.4,-28.04,0,0.24,0.76
1502103,Cametá,PA,40.41,39.08,-1.33,0,0.24,0.76
3303500,Nova Iguaçu,RJ,33.23,33.42,0.19,0,0.24,0.76
4312203,Maximiliano de Almeida,RS,87.4,43.2,-44.2,0,0.24,0.76
4310538,Itaara,RS,58.94,38.5,-20.44,0,0.241,0.759
4301503,Augusto Pestana,RS,88.65,46.0,-42.65,0,0.241,0.759
4320503,Sertão,RS,70.1,47.2,-22.9,1,0.242,0.758
4310504,Iraí,RS,76.37,59.4,-16.97,0,0.242,0.758
3301702,Duque de Caxias,RJ,47.15,45.37,-1.78,0,0.242,0.758
4317558,Santo Antônio do Palma,RS,72.22,34.6,-37.62,0,0.244,0.756
5103403,Cuiabá,MT,54.25,46.6,-7.65,0,0.244,0.756
4302501,Bossoroca,RS,61.11,46.9,-14.21,0,0.244,0.756
4320206,Seberi,RS,82.25,65.2,-17.05,0,0.245,0.755
4311239,Lagoa Bonita do Sul,RS,70.83,54.2,-16.63,0,0.246,0.754
4301651,Barão,RS,86.39,53.5,-32.89,0,0.246,0.754
4319752,São Vendelino,RS,94.12,41.9,-52.22,0,0.247,0.753
4305439,Chuí,RS,62.64,45.9,-16.74,0,0.247,0.753
4304689,Capela de Santana,RS,67.11,54.3,-12.81,0,0.248,0.752
4319125,São Martinho da Serra,RS,66.45,35.7,-30.75,0,0.248,0.752
4320354,Sentinela do Sul,RS,73.81,23.5,-50.31,0,0.248,0.752
4320859,Tabaí,RS,55.83,22.5,-33.33,0,0.249,0.751
4314464,Pinhal da Serra,RS,74.14,35.3,-38.84,0,0.249,0.751
4314035,Pareci Novo,RS,73.01,54.0,-19.01,0,0.25,0.75
4310009,Ibirubá,RS,67.66,62.7,-4.96,0,0.25,0.75
4304002,Campo Novo,RS,66.01,46.1,-19.91,0,0.25,0.75
4306379,Dilermando de Aguiar,RS,67.29,53.6,-13.69,0,0.251,0.749
4312658,Não-Me-Toque,RS,71.73,59.6,-12.13,0,0.252,0.748
4316956,Santa Maria do Herval,RS,78.3,59.3,-19.0,0,0.252,0.748
4323358,Vila Lângaro,RS,71.21,52.9,-18.31,0,0.254,0.746
1500107,Abaetetuba,PA,39.73,35.85,-3.88,0,0.254,0.746
4301800,Barracão,RS,73.34,56.4,-16.94,0,0.256,0.744
3303302,Niterói,RJ,51.92,51.2,-0.72,0,0.257,0.743
3554102,Taubaté,SP,,53.88,,0,0.258,0.742
4305959,Cotiporã,RS,73.99,44.2,-29.79,0,0.258,0.742
4306700,Dona Francisca,RS,73.46,26.7,-46.76,0,0.258,0.742
4311718,Maçambará,RS,68.53,49.9,-18.63,0,0.258,0.742
3518701,Guarujá,SP,45.93,48.38,2.45,0,0.26,0.74
2411502,Santo Antônio,RN,67.11,35.59,-31.52,0,0.261,0.739
4306973,Erebango,RS,71.88,45.2,-26.68,0,0.261,0.739
4311130,Jari,RS,61.2,36.4,-24.8,1,0.263,0.737
4312377,Monte Alegre dos Campos,RS,63.26,36.2,-27.06,0,0.263,0.737
4321105,Tapes,RS,60.56,51.3,-9.26,0,0.263,0.737
1100205,Porto Velho,RO,64.47,51.67,-12.8,0,0.265,0.735
4302204,Boa Vista do Buricá,RS,83.45,67.3,-16.15,0,0.267,0.733
4305900,Coronel Bicaco,RS,90.51,43.4,-47.11,0,0.268,0.732
4320552,Sertão Santana,RS,74.77,46.2,-28.57,0,0.268,0.732
4322541,Vale Real,RS,75.99,40.0,-35.99,0,0.268,0.732
2513703,Santa Rita,PB,41.57,39.39,-2.18,0,0.27,0.73
2403251,Parnamirim,RN,44.3,35.27,-9.03,0,0.27,0.73
4320453,Sério,RS,85.41,11.1,-74.31,0,0.27,0.73
2605202,Escada,PE,54.51,30.48,-24.03,0,0.271,0.729
4203709,Canelinha,SC,59.28,41.17,-18.11,0,0.271,0.729
4300034,Aceguá,RS,69.95,52.5,-17.45,1,0.271,0.729
3507605,Bragança Paulista,SP,,53.36,,1,0.272,0.728
3507506,Botucatu,SP,,57.09,,0,0.272,0.728
3525300,Jaú,SP,,54.89,,0,0.272,0.728
3557006,Votorantim,SP,,54.69,,0,0.272,0.728
4204202,Chapecó,SC,56.01,58.47,2.46,0,0.273,0.727
4300570,Alto Feliz,RS,72.7,58.3,-14.4,0,0.274,0.726
2111201,São José de Ribamar,MA,62.27,56.58,-5.69,0,0.275,0.725
4320321,Senador Salgado Filho,RS,83.97,50.0,-33.97,0,0.275,0.725
4304309,Cândido Godói,RS,78.96,56.2,-22.76,1,0.275,0.725
3549805,São José do Rio Preto,SP,,56.85,,0,0.275,0.725
4320230,Sede Nova,RS,85.29,36.1,-49.19,0,0.275,0.725
4301875,Barra do Quaraí,RS,53.85,26.6,-27.25,0,0.276,0.724
1501303,Barcarena,PA,46.55,39.5,-7.05,0,0.277,0.723
1506807,Santarém,PA,54.92,51.29,-3.63,0,0.277,0.723
3142809,Monte Alegre de Minas,MG,74.78,56.72,-18.06,0,0.278,0.722
4313441,Novo Tiradentes,RS,80.82,47.4,-33.42,0,0.279,0.721
4305850,Coqueiros do Sul,RS,86.57,41.7,-44.87,1,0.279,0.721
2603454,Camaragibe,PE,58.66,57.57,-1.09,0,0.28,0.72
2604205,Catende,PE,44.6,21.83,-22.77,0,0.28,0.72
4305702,Condor,RS,83.87,61.9,-21.97,1,0.281,0.719
3508504,Caçapava,SP,,44.26,,0,0.283,0.717
4322251,Tupandi,RS,81.98,55.1,-26.88,0,0.283,0.717
4323408,Vila Maria,RS,86.7,57.4,-29.3,0,0.283,0.717
4314423,Picada Café,RS,85.93,57.1,-28.83,0,0.283,0.717
4318481,São José do Hortêncio,RS,78.76,43.8,-34.96,1,0.285,0.715
4312302,Miraguaí,RS,79.36,46.8,-32.56,0,0.285,0.715
3303203,Nilópolis,RJ,44.36,47.32,2.96,0,0.285,0.715
1505536,Parauapebas,PA,54.32,49.49,-4.83,0,0.285,0.715
4312104,Mata,RS,79.16,50.0,-29.16,0,0.285,0.715
3522109,Itanhaém,SP,,48.05,,0,0.286,0.714
3525003,Jandira,SP,,51.39,,0,0.286,0.714
1500602,Altamira,PA,46.67,45.32,-1.35,0,0.286,0.714
4314472,Pinhal Grande,RS,63.64,44.0,-19.64,0,0.286,0.714
3548708,São Bernardo do Campo,SP,,54.16,,1,0.287,0.713
4301073,Arroio do Padre,RS,94.58,18.2,-76.38,0,0.287,0.713
4322301,Tuparendi,RS,88.1,53.0,-35.1,0,0.287,0.713
2404606,Ielmo Marinho,RN,43.61,30.36,-13.25,0,0.288,0.712
4307401,Esmeralda,RS,84.43,48.4,-36.03,0,0.288,0.712
4321352,Tavares,RS,58.58,28.9,-29.68,0,0.289,0.711
1504208,Marabá,PA,51.46,50.68,-0.78,0,0.289,0.711
1501402,Belém,PA,52.95,51.6,-1.35,0,0.289,0.711
3118403,Conselheiro Pena,MG,69.86,54.72,-15.14,0,0.291,0.709
4314456,Pinhal,RS,56.45,33.2,-23.25,1,0.295,0.705
3522505,Itapevi,SP,,55.46,,0,0.295,0.705
4319307,São Paulo das Missões,RS,77.73,61.1,-16.63,1,0.296,0.704
4314753,Poço das Antas,RS,85.45,66.3,-19.15,0,0.296,0.704
4315156,Progresso,RS,78.89,64.8,-14.09,1,0.296,0.704
4313607,Paim Filho,RS,78.96,53.1,-25.86,0,0.297,0.703
3555406,Ubatuba,SP,,36.64,,0,0.297,0.703
4304952,Caseiros,RS,86.13,40.0,-46.13,0,0.297,0.703
4322525,Vale Verde,RS,85.54,47.1,-38.44,0,0.297,0.703
3504503,Avaré,SP,,52.47,,0,0.297,0.703
3531100,Mongaguá,SP,,41.39,,0,0.297,0.703
3509601,Campo Limpo Paulista,SP,,48.77,,0,0.297,0.703
3519600,Ibitinga,SP,,49.2,,0,0.297,0.703
4312054,Marques de Souza,RS,75.87,47.8,-28.07,1,0.297,0.703
3539806,Poá,SP,,51.72,,0,0.297,0.703
3550605,São Roque,SP,,51.51,,0,0.297,0.703
3537602,Peruíbe,SP,,46.81,,0,0.297,0.703
3527207,Lorena,SP,,47.82,,0,0.297,0.703
2402709,Cerro Corá,RN,60.42,40.95,-19.47,0,0.298,0.702
2414803,Vera Cruz,RN,58.73,43.56,-15.17,0,0.298,0.702
1302603,Manaus,AM,54.32,51.37,-2.95,0,0.298,0.702
2407708,Montanhas,RN,58.69,44.2,-14.49,0,0.298,0.702
4321626,Travesseiro,RS,87.67,67.8,-19.87,0,0.3,0.7
3528403,Mairinque,SP,,49.33,,0,0.301,0.699
3540705,Porto Ferreira,SP,,50.08,,0,0.301,0.699
2511905,Pitimbu,PB,75.96,51.59,-24.37,0,0.302,0.698
4301552,Áurea,RS,85.86,56.5,-29.36,1,0.303,0.697
4319356,São Pedro da Serra,RS,80.67,58.8,-21.87,0,0.304,0.696
3101508,Além Paraíba,MG,68.94,55.1,-13.84,0,0.304,0.696
4321857,Três Palmeiras,RS,79.88,64.6,-15.28,0,0.305,0.695
4308078,Fazenda Vilanova,RS,80.0,65.0,-15.0,0,0.305,0.695
4319109,São Martinho,RS,83.57,64.5,-19.07,0,0.305,0.695
4313102,Nova Palma,RS,84.14,62.7,-21.44,0,0.305,0.695
4315750,Riozinho,RS,79.18,62.1,-17.08,1,0.305,0.695
4312807,Nova Araçá,RS,82.28,60.6,-21.68,0,0.306,0.694
4305871,Coronel Barros,RS,84.76,67.8,-16.96,0,0.306,0.694
4323507,Vista Alegre,RS,86.8,71.0,-15.8,0,0.306,0.694
3302270,Japeri,RJ,39.09,36.88,-2.21,0,0.307,0.693
4302584,Bozano,RS,100.0,27.3,-72.7,0,0.307,0.693
2106607,Matões,MA,72.34,34.52,-37.82,1,0.308,0.692
2112605,Urbano Santos,MA,76.76,38.63,-38.13,0,0.308,0.692
2109452,Raposa,MA,68.06,48.35,-19.71,0,0.308,0.692
4307203,Erval Grande,RS,84.57,47.0,-37.57,1,0.308,0.692
1502400,Castanhal,PA,38.09,32.97,-5.12,1,0.309,0.691
3531803,Monte Mor,SP,,46.98,,0,0.309,0.691
4309753,Ibarama,RS,71.02,48.9,-22.12,1,0.311,0.689
4307831,Eugênio de Castro,RS,88.24,50.0,-38.24,0,0.311,0.689
4311122,Jaquirana,RS,69.4,36.4,-33.0,0,0.311,0.689
2508307,Lagoa Seca,PB,66.54,46.71,-19.83,1,0.311,0.689
1303700,Santo Antônio do Içá,AM,62.8,40.84,-21.96,0,0.311,0.689
4321402,Tenente Portela,RS,70.53,62.2,-8.33,0,0.311,0.689
4311759,Manoel Viana,RS,60.8,48.0,-12.8,1,0.312,0.688
1303304,Novo Aripuanã,AM,78.15,53.12,-25.03,0,0.313,0.687
2516003,Solânea,PB,78.56,45.73,-32.83,1,0.313,0.687
3301009,Campos dos Goytacazes,RJ,38.69,38.87,0.18,0,0.314,0.686
4312153,Mato Leitão,RS,86.51,62.1,-24.41,0,0.314,0.686
4312500,Mostardas,RS,49.68,40.3,-9.38,0,0.314,0.686
4313490,Novo Barreiro,RS,62.22,36.8,-25.42,1,0.314,0.686
4217709,Sombrio,SC,65.75,52.23,-13.52,0,0.314,0.686
4313656,Palmares do Sul,RS,57.27,50.3,-6.97,0,0.314,0.686
4310439,Ipê,RS,82.22,60.1,-22.12,0,0.314,0.686
4322327,Turuçu,RS,82.83,61.7,-21.13,0,0.314,0.686
3527306,Louveira,SP,,58.25,,0,0.316,0.684
2100303,Aldeias Altas,MA,67.9,45.37,-22.53,0,0.316,0.684
2100709,Anajatuba,MA,72.8,41.33,-31.47,1,0.316,0.684
2100436,Alto Alegre do Maranhão,MA,70.23,51.5,-18.73,0,0.316,0.684
1504307,Maracanã,PA,68.07,47.51,-20.56,0,0.316,0.684
2512903,Rio Tinto,PB,72.16,46.3,-25.86,0,0.316,0.684
4312443,Morrinhos do Sul,RS,78.98,64.4,-14.58,0,0.317,0.683
4309803,Ibiaçá,RS,76.09,60.1,-15.99,1,0.317,0.683
4320305,Selbach,RS,83.57,67.0,-16.57,1,0.317,0.683
4319372,São Pedro do Butiá,RS,82.14,64.0,-18.14,1,0.317,0.683
5005681,Mundo Novo,MS,82.5,49.43,-33.07,0,0.317,0.683
4306734,Doutor Maurício Cardoso,RS,76.88,63.3,-13.58,0,0.317,0.683
4323200,Victor Graeff,RS,88.92,56.3,-32.62,1,0.318,0.682
2102200,Buriti,MA,44.96,28.95,-16.01,1,0.319,0.681
1506005,Prainha,PA,57.34,43.28,-14.06,0,0.319,0.681
2600708,Aliança,PE,55.15,39.22,-15.93,0,0.319,0.681
3556701,Vinhedo,SP,,56.12,,1,0.319,0.681
4316758,Santa Clara do Sul,RS,90.91,47.3,-43.61,0,0.32,0.68
2706448,Paripueira,AL,53.42,35.8,-17.62,0,0.32,0.68
3519071,Hortolândia,SP,,55.05,,0,0.322,0.678
2106904,Monção,MA,51.98,36.19,-15.79,0,0.322,0.678
2106508,Matinha,MA,63.97,46.67,-17.3,0,0.322,0.678
5004502,Itaporã,MS,68.46,54.29,-14.17,0,0.323,0.677
1502004,Cachoeira do Arari,PA,57.05,35.33,-21.72,0,0.324,0.676
3520400,Ilhabela,SP,,43.27,,0,0.325,0.675
4303202,Cacique Doble,RS,88.64,58.2,-30.44,0,0.325,0.675
3524006,Itupeva,SP,,48.94,,0,0.325,0.675
4302907,Cacequi,RS,55.89,49.6,-6.29,0,0.325,0.675
4314076,Passo do Sobrado,RS,88.92,57.9,-31.02,0,0.326,0.674
1708205,Formoso do Araguaia,TO,63.68,45.42,-18.26,0,0.326,0.674
4311601,Liberato Salzano,RS,82.63,62.2,-20.43,0,0.326,0.674
2600906,Amaraji,PE,68.74,55.29,-13.45,0,0.326,0.674
1303106,Nova Olinda do Norte,AM,51.78,37.34,-14.44,0,0.327,0.673
1304237,Tonantins,AM,45.93,30.02,-15.91,0,0.327,0.673
4300455,Alegria,RS,100.0,63.2,-36.8,0,0.327,0.673
4307815,Estrela Velha,RS,96.83,60.0,-36.83,1,0.327,0.673
2106326,Maracaçumé,MA,57.95,41.67,-16.28,0,0.327,0.673
